playerID,H,2B,3B,HR,AB,1B,Total_Bases,Slugging_Percentage
maldoma01,459,91,3,63,2100,302,745,0.3547619047619048
ellisaj01,465,82,3,44,1935,336,685,0.35400516795865633
ingebr01,265,55,7,29,1191,174,421,0.3534844668345928
hechaad01,763,113,36,37,3012,577,1059,0.351593625498008
solando01,345,53,7,13,1283,272,451,0.35151987529228373
hudsoor01,284,42,16,16,1155,210,406,0.3515151515151515
suzukic01,1059,134,28,33,3835,864,1348,0.3514993481095176
morgany01,327,43,16,8,1217,260,426,0.35004108463434674
lopezjo01,250,55,0,22,1060,173,371,0.35
josepca01,280,58,4,31,1255,187,439,0.349800796812749
callaal01,662,112,2,41,2581,507,901,0.34908950019372337
rojasmi02,454,80,4,20,1728,350,602,0.34837962962962965
gosean01,271,47,19,12,1128,193,392,0.3475177304964539
bartoda02,262,56,5,14,1066,187,370,0.34709193245778613
ellisma01,502,88,4,25,1942,385,673,0.3465499485066941
izturma01,347,72,1,15,1350,259,466,0.3451851851851852
flahery01,284,52,5,37,1324,190,457,0.34516616314199394
polanpl01,471,69,2,14,1703,386,586,0.3440986494421609
penabr01,394,78,2,15,1515,299,521,0.3438943894389439
garcigr01,257,45,6,14,1036,192,356,0.3436293436293436
sogarer01,485,93,10,24,1952,358,670,0.3432377049180328
escobal02,1327,221,53,40,5178,1013,1774,0.34260332174584784
reverbe01,892,88,37,7,3138,760,1075,0.3425748884639898
barmecl01,441,98,2,36,1901,305,651,0.34245134139926353
deshide02,411,73,17,18,1674,303,572,0.34169653524492233
gentrcr01,323,46,14,7,1225,256,418,0.34122448979591835
barneda01,625,117,15,31,2536,462,865,0.34108832807570977
schumsk01,506,99,5,13,1925,389,654,0.33974025974025973
bonifem01,507,77,22,12,1957,396,664,0.33929483903934593
kellydo01,234,25,8,23,1015,178,344,0.3389162561576355
dysonja01,573,76,36,21,2317,440,784,0.338368580060423
goinsry01,353,71,12,22,1536,248,514,0.3346354166666667
pennicl01,596,104,18,32,2492,442,832,0.33386837881219905
hanigry01,400,62,0,25,1613,313,537,0.33292002479851207
younger03,408,66,22,12,1668,308,554,0.33213429256594723
leonsa01,258,51,2,25,1169,180,388,0.3319076133447391
herrejo03,297,33,9,10,1139,245,378,0.33187006145741876
peterja01,325,64,11,20,1427,230,471,0.33006306937631397
pierrju01,554,56,15,5,1992,478,655,0.3288152610441767
andinro01,240,43,1,14,1002,182,327,0.3263473053892216
hamilbi02,680,101,36,21,2807,522,916,0.32632703954399717
theriry01,373,57,4,3,1380,309,447,0.3239130434782609
amarial01,404,67,16,21,1750,300,566,0.32342857142857145
lobatjo01,241,47,4,21,1117,169,359,0.3213965980304387
carroja01,407,56,8,1,1500,342,482,0.32133333333333336
santira01,288,43,6,13,1190,226,382,0.32100840336134456
molinjo01,251,41,1,19,1097,190,351,0.31996353691886964
fuldsa01,279,54,17,11,1251,197,400,0.31974420463629094
puntoni01,248,48,7,7,1037,186,331,0.3191899710703954
cabreev01,354,55,12,10,1452,277,463,0.31887052341597794
tejadru01,530,110,1,10,2119,409,672,0.3171307220386975
bartlja01,266,54,6,6,1108,200,350,0.315884476534296
shuckja01,285,39,10,8,1172,228,368,0.31399317406143346
schafjo02,261,40,9,10,1125,202,349,0.31022222222222223
tholejo01,306,51,2,9,1283,244,388,0.3024162120031177
rominan01,282,38,5,10,1198,229,360,0.3005008347245409
buterdr01,253,56,5,19,1266,173,376,0.296998420221169
stewach01,263,40,2,9,1136,212,334,0.29401408450704225
getzch01,252,32,7,1,1027,212,301,0.29308666017526774
mathije01,366,81,7,30,1898,248,551,0.2903055848261328
ryanbr01,390,79,11,12,1824,288,527,0.2889254385964912
figgich01,253,40,5,4,1116,204,315,0.28225806451612906
